Date,User,Message
2020-09-06 22:48:40,"Chris","하고 보냈어요..."
2020-09-06 22:48:49,"순수함수","독일에 계신 거 아니예요?"
2020-09-06 22:48:55,"Chris","잉"
2020-09-06 22:48:57,"Chris","저요?"
2020-09-06 22:48:58,"문성주","강남 패스트파이브 어딘가에"
2020-09-06 22:49:01,"문성주","계실껄요?"
2020-09-06 22:49:07,"Chris","저 독일시 강남구에 있습니다"
2020-09-06 22:49:14,"Chris","4번출구"
2020-09-06 22:49:20,"문성주","뱅뱅사거리 부근에"
2020-09-06 22:49:20,"순수함수","👍"
2020-09-06 22:49:21,"문성주","맛집좀"
2020-09-06 22:49:24,"문성주","알고계십니까?"
2020-09-06 22:49:33,"Chris","뱅뱅사거리 근처에"
2020-09-06 22:49:37,"Chris","메뉴가 뭔가요"
2020-09-06 22:49:47,"문성주","양식 or 고기 or 일식 이요"
2020-09-06 22:50:02,"Chris","음"
2020-09-06 22:50:27,"HelloWorld","흠"
2020-09-06 22:50:29,"Chris","돈 상관없으면 ㅋㅋㅋ"
2020-09-06 22:50:32,"Chris","버드나무집 고고"
2020-09-06 22:50:33,"ManIugMik","기대.."
2020-09-06 22:50:35,"문성주","아 당연히 법카죠"
2020-09-06 22:50:36,"HelloWorld","saga vs thunk 어떤거 선호하심들?"
2020-09-06 22:50:40,"ManIugMik","아 버드나무집."
2020-09-06 22:51:08,"Chris","거기말고는..."
2020-09-06 22:51:12,"Chris","사실 뱅뱅사거리까진 잘안가서요"
2020-09-06 22:51:21,"Chris","강남역근처면 추천해드릴수있는데 ㅋ"
2020-09-06 22:53:00,"정세훈","뱅뱅사거리.."
2020-09-06 22:53:04,"문성주","음 그러면 강남역이요"
2020-09-06 22:53:21,"문성주","어슬렁 어슬렁 올해 뭐했나 좀 보는데 딱히 한게 없네"
2020-09-06 22:53:26,"ManIugMik","맛난거 사준다니 장소 섭외하시는 건가요 ㅋㅋㅋ"
2020-09-06 22:53:45,"문성주","네"
2020-09-06 22:53:53,"문성주","제 짬에서는 이게 최선입니다"
2020-09-06 22:54:33,"문성주","샵검색: #문래 그릴러즈"
2020-09-06 22:54:34,"Chris","창고 43"
2020-09-06 22:54:38,"정세훈","전 회사 다닐때 한국수 겁나 많이갔는데"
2020-09-06 22:54:44,"문성주","회사주변에는 이런게 제일 나아서.."
2020-09-06 22:54:52,"문성주","창고43 작년 연말에 갈뻔했는데.."
2020-09-06 22:54:53,"Chris","구스플래터"
2020-09-06 22:54:58,"문성주","커뮤니티 발표가느라 못갔.."
2020-09-06 22:55:01,"Chris","먹으러 구스아일랜드 가세요"
2020-09-06 22:55:10,"문성주","지금 출국하면 상무님이"
2020-09-06 22:55:12,"Chris","낮맥 좋습니다"
2020-09-06 22:55:13,"문성주","미쳤냐고 물어볼껄요?"
2020-09-06 22:55:33,"Chris","설마 구스아일랜드....를?"
2020-09-06 22:55:50,"문성주","아 진짜 외국인지 알았네"
2020-09-06 22:55:56,"문성주","가게 이름이네요"
2020-09-06 22:55:56,"Chris","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2020-09-06 22:55:57,"문성주","능지 무엇"
2020-09-06 22:56:01,"Chris","네 강남역에 있음"
2020-09-06 22:56:11,"Chris","사주는사람이 누군데용 ㅎㅎ"
2020-09-06 22:56:26,"Chris","중식은 아방궁 괜찮고"
2020-09-06 22:56:35,"Chris","분식은 보슬보슬 최고고"
2020-09-06 22:56:51,"문성주","? 사주는 사람 (영업)"
2020-09-06 22:57:00,"문성주","저희회사 외근나가면 법카주시거든요"
2020-09-06 22:57:08,"문성주","그래서 뭐 사달라고 징징거릴라 했죠"
2020-09-06 22:57:13,"Chris","돈가스는 청담 / 한성 돈까스"
2020-09-06 22:57:28,"Chris","부대찌개는 이태리 부대찌개"
2020-09-06 22:57:34,"Chris","고기는 무조건 창고 43 ㅋ"
2020-09-06 22:57:39,"Spring Boot JPA","돈까스는 부엉이 돈까스!"
2020-09-06 22:57:48,"문성주","제돈주고 갈만할정도면 제돈주고서라도갑니둥"
2020-09-06 22:57:54,"Chris","음"
2020-09-06 22:58:03,"Chris","진짜 맛나고 기억에 남는 고기 드시고싶으시면"
2020-09-06 22:58:09,"Chris","벽제가세요"
2020-09-06 22:58:13,"Spring Boot JPA","메모"
2020-09-06 22:58:16,"Chris","거기가 그나마 그가격대엔"
2020-09-06 22:58:22,"Chris","가장 퀄리티가 좋습니다"
2020-09-06 22:58:28,"문성주","역시.. 삶의 지혜"
2020-09-06 22:58:33,"Chris","나머진"
2020-09-06 22:58:37,"문성주","로컬에 계신분이 제일 잘 아신다니까요.."
2020-09-06 22:58:38,"Chris","이가격주고 이맛을?"
2020-09-06 22:58:41,"Chris","약간 요런느낌"
2020-09-06 22:58:46,"문성주","본가사람들은 구내식당만 가서"
2020-09-06 22:58:46,"Chris","벽제갈비는 송파구에 있어요 ㅎ"
2020-09-06 22:58:48,"Chris","강남아님 ㅋ"
2020-09-06 22:58:58,"문성주","구내식당밥맛밖에모름.."
2020-09-06 22:59:13,"Chris","구내식당이 왠만한 밥보다 맛나지 않나요"
2020-09-06 22:59:25,"문성주","본가는 그런데요.."
2020-09-06 22:59:29,"문성주","저희는 뭐.. 그럭저럭.."
2020-09-06 22:59:35,"문성주","<<< 복에 겨운놈"
2020-09-06 22:59:38,"Chris","본가 ㅋㅋㅋㅋ"
2020-09-06 22:59:40,"Chris","뭔가했네 ㅋㅋㅋ"
2020-09-06 22:59:42,"Chris","본사 ㅋㅋㅋㅋ"
2020-09-06 22:59:55,"문성주","진짜"
2020-09-06 22:59:58,"문성주","ㅁㄷㅊㅇ처럼"
2020-09-06 23:00:03,"문성주","ㅅㄷㅊㅇ가 납니다.."
2020-09-06 23:00:49,"문성주","구글밥이 맛있다는데.. 먹어보고 싶네요"
2020-09-06 23:00:52,"문성주","아 출근준비해야지"
2020-09-06 23:03:21,"Chris","?"
2020-09-06 23:03:24,"Chris","지금 롸잇나우?"
2020-09-06 23:12:22,"하민","사진"
2020-09-06 23:12:28,"하민","후후후"
2020-09-06 23:12:32,"하민","불닭볶음면 세팅완료"
2020-09-06 23:12:45,"Spring Boot JPA","..."
2020-09-06 23:12:49,"Spring Boot JPA","안비벼져서"
2020-09-06 23:12:50,"Spring Boot JPA","다행이다"
2020-09-06 23:12:51,"Milka","아 미쳤네여,,ㅠㅠㅠㅠㅠ]"
2020-09-06 23:12:53,"Spring Boot JPA","끓일뻔했다"
2020-09-06 23:13:00,"Spring Boot JPA","비빈사진"
2020-09-06 23:13:02,"Spring Boot JPA","보면 바로 삭제요"
2020-09-06 23:13:06,"하민","ㅋㅋㅋㅋ"
2020-09-06 23:13:07,"Spring Boot JPA","안그러면 저희 헬린이는"
2020-09-06 23:13:07,"Milka","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2020-09-06 23:13:08,"Spring Boot JPA","파국임"
2020-09-06 23:13:16,"Spring Boot JPA","나도 모르게 물끓"
2020-09-06 23:13:31,"하민","진짜 이맛은"
2020-09-06 23:13:33,"Milka","일단 까르보가 있긴한데.."
2020-09-06 23:13:34,"하민","ㅗㅜㅑㅗㅜㅑ"
2020-09-06 23:13:43,"Spring Boot JPA","장전 준비"
2020-09-06 23:13:45,"Milka","ㅗㅜㅑ 안 먹어도 아는 ..."
2020-09-06 23:13:49,"Spring Boot JPA","2"
2020-09-06 23:14:05,"Spring Boot JPA","근데 생각보다"
2020-09-06 23:14:07,"Milka","하지만 가을 옷 입을 준비해야해서 참습니다,,,후,,"
2020-09-06 23:14:08,"Spring Boot JPA","불닭"
2020-09-06 23:14:11,"Spring Boot JPA","양이 적어요.."
2020-09-06 23:14:14,"Spring Boot JPA","그저께 동생이랑"
2020-09-06 23:14:16,"Spring Boot JPA","이성을 잃고"
2020-09-06 23:14:17,"Spring Boot JPA","3개먹었는데"
2020-09-06 23:14:21,"Spring Boot JPA","아쉬운정도..?"
2020-09-06 23:14:23,"쥬","동영상"
2020-09-06 23:14:26,"Milka","특히 볶음면 종류가 그런거가타여"
2020-09-06 23:14:34,"Spring Boot JPA","헉 졸귀탱"
2020-09-06 23:14:36,"Spring Boot JPA","2222"
2020-09-06 23:15:01,"Milka","진짜 너무 부럽네요"
2020-09-06 23:33:50,"개발자모집.팀빌딩.제주","개발자모집.팀빌딩.제주님이 들어왔습니다."
2020-09-06 23:33:50,"팬다 Jr.","방가워요 공지 확인 부탁드립니다"
2020-09-06 23:33:52,"공지봇_9min","*** 공 지 사 항 ***
 
1. 입장 시 바로 인사/소개 없으면 강퇴입니다.
   ㄴ 사용언어, 서비스, 회사, 직군, 업무, 취준생, 예비 개발자, 학생 등 자신을 나타낼 수 있는 말로 소개해주시면 됩니다.
 
2. 광고/구인구직 모두 운영진과 상의 후 진행 필수, 개인 봇 상의 없이 진행할 경우 강퇴입니다.
 
3. 논쟁거리 또는 불특정 다수를 불편하게 하는 말은 삼가주세요.
 
4. 재입장 시에도 소개 필수입니다.
 
5. 닉네임은 최대한 중복을 피해서 작성 부탁드립니다.
   (. , - 등등 호칭하기 힘든 닉네임은 피해 주세요.)"
2020-09-06 23:51:40,"Spring Boot JPA","공부 끗
모두 즐잠요!"
2020-09-07 00:00:33,"FreeVue(홍성준)","후.."
2020-09-07 00:00:41,"FreeVue(홍성준)","좁은 책상 나름 정리..."
2020-09-07 00:09:03,"하민","사진"
2020-09-07 00:09:07,"하민","원인을 알아내따"
2020-09-07 00:09:23,"문성주","영어잘하시네요"
2020-09-07 00:10:02,"문성주","음 람다엣지가"
2020-09-07 00:10:07,"문성주","유에스 리전에서"
2020-09-07 00:10:10,"하민","무조건 미국쓰래여"
2020-09-07 00:10:15,"하민","어쩐지 저번에 보니까"
2020-09-07 00:10:23,"하민","커스텀 도메인도 us-east-1 에서만 되던데"
2020-09-07 00:10:46,"하민","그래서 us-east-1 에다 도메인 인증서도 따로 받고..."
2020-09-07 00:11:08,"하민","사진"
2020-09-07 00:11:13,"하민","us-east-1 로 재배포 가즈아아"
2020-09-07 00:11:37,"문성주","브릴리언트 브로"
2020-09-07 00:11:46,"바보K","다들 좋은 밤 되세여!"
2020-09-07 00:11:54,"문성주","근데 하민님 주말에도 일해요?"
2020-09-07 00:12:04,"하민","노는검니다"
2020-09-07 00:12:08,"하민","이모티콘"
2020-09-07 00:12:13,"FreeVue(홍성준)","아마존으로 노시다니..."
2020-09-07 00:12:21,"FreeVue(홍성준)","이모티콘"
2020-09-07 00:13:41,"꿀드규","비전공자보다"
2020-09-07 00:13:49,"꿀드규","이중전공으로라도 컴공하고 취준하는게"
2020-09-07 00:13:53,"꿀드규","훨씬 유리한가요?"
2020-09-07 00:14:12,"조건희","팬다주니어 옵챗 부방장도 설정이 가능한가요?"
2020-09-07 00:14:26,"조건희","출시한지 얼마 안돼서 그런건지 정보가 거의 없네요"
2020-09-07 00:15:13,"문성주","돈많은하민님"
2020-09-07 00:15:27,"GraceLove - 띱빡이","문성주 돈길만 걷자"
2020-09-07 00:16:42,"FreeVue(홍성준)","비전공자로 취업하고 뒤늦게 전공 공부하는 입장에서... 차이 없네요"
2020-09-07 00:16:45,"문성주","ㅇㅅㅇ"
2020-09-07 00:16:55,"문성주","그럽님 꽃길만 걷자"
2020-09-07 00:17:02,"GraceLove - 띱빡이","제발!"
2020-09-07 00:17:04,"문성주","불...꽃길..."
2020-09-07 00:17:11,"GraceLove - 띱빡이","아?"
2020-09-07 00:17:14,"FreeVue(홍성준)","장미꽃길"
2020-09-07 00:17:41,"문성주","가시밭길?"
2020-09-07 00:18:05,"GraceLove - 띱빡이","왜그래..ㅠㅠㅠㅠ"
2020-09-07 00:20:37,"GraceLove - 띱빡이","취소 퉤퉤퉤 하세요"
2020-09-07 00:20:44,"재택러","재택러님이 나갔습니다."
2020-09-07 00:21:43,"문성주","취소염"
2020-09-07 00:21:45,"문성주","이모티콘"
2020-09-07 00:21:59,"GraceLove - 띱빡이","아싸"
2020-09-07 00:23:41,"하민","사진"
2020-09-07 00:23:54,"하민","그렇군"
2020-09-07 00:31:22,"꿀드규","감사합니다"
2020-09-07 00:47:57,"하민","하 습"
2020-09-07 00:48:04,"하민","엣지람다는"
2020-09-07 00:48:08,"하민","조건이 넘무 빡빡한데"
2020-09-07 00:48:14,"하민","이건 게다가 테스트 단계고 흠"
2020-09-07 00:48:27,"하민","걍 클플을 직접 걸어야겠다 자동화말고"
2020-09-07 00:49:43,"dohoons","이모티콘"
2020-09-07 00:50:06,"그레이코드","그레이코드님이 들어왔습니다."
2020-09-07 00:50:06,"팬다 Jr.","방가워요 공지 확인 부탁드립니다"
2020-09-07 00:50:07,"공지봇_9min","*** 공 지 사 항 ***
 
1. 입장 시 바로 인사/소개 없으면 강퇴입니다.
   ㄴ 사용언어, 서비스, 회사, 직군, 업무, 취준생, 예비 개발자, 학생 등 자신을 나타낼 수 있는 말로 소개해주시면 됩니다.
 
2. 광고/구인구직 모두 운영진과 상의 후 진행 필수, 개인 봇 상의 없이 진행할 경우 강퇴입니다.
 
3. 논쟁거리 또는 불특정 다수를 불편하게 하는 말은 삼가주세요.
 
4. 재입장 시에도 소개 필수입니다.
 
5. 닉네임은 최대한 중복을 피해서 작성 부탁드립니다.
   (. , - 등등 호칭하기 힘든 닉네임은 피해 주세요.)"
2020-09-07 00:51:07,"그레이코드","1. 기획 디자이너일을 하고 있는 39세 서울 남 입니당~~"
2020-09-07 00:51:11,"그레이코드","방가방가~"
2020-09-07 00:51:30,"하민","안녕하세용!!"
2020-09-07 00:51:34,"dohoons","안녕하십니까 형님"
2020-09-07 00:51:40,"그레이코드","이모티콘"
2020-09-07 00:51:56,"그레이코드","뭔가 아름다움이 느껴지는 방이군요 오픈채팅 좋네요 ^^;"
2020-09-07 00:52:36,"하민","사진"
2020-09-07 00:54:12,"검은곰","이모티콘"
2020-09-07 01:03:05,"yj","Elm을 합시다"
2020-09-07 01:06:53,"하민","사진"
2020-09-07 01:07:01,"하민","삭제에 실패하기도 하는구나"
2020-09-07 01:07:16,"하민","아 다시 지우니까 알아서 문제 해결하고 지우넹"
2020-09-07 01:15:05,"혜정","혜정님이 나갔습니다."
2020-09-07 01:25:03,"하민","헐잠만"
2020-09-07 01:25:13,"하민","lambda 가 alb 도 트리거로 사용이 되넹?!"
2020-09-07 01:25:18,"하민","??!?!??"
2020-09-07 01:25:20,"하민","않이"
2020-09-07 01:25:25,"문성주","왜요"
2020-09-07 01:25:29,"하민","그럼 이고생을 할 필요가 없었군"
2020-09-07 01:25:35,"문성주","클라우드인프라위에서 안되는게없습져"
2020-09-07 01:25:42,"하민","안 되는 줄 알았는데"
2020-09-07 01:25:45,"문성주","말그대로 SDI이 때문에"
2020-09-07 01:25:52,"하민","2년 전부터 지원하고 있었군여"
2020-09-07 01:25:54,"하민","후우"
2020-09-07 01:25:54,"문성주","그건 프로바이더가 똑바로 못만들기때문쓰"
2020-09-07 01:26:01,"문성주","예압입니다"
2020-09-07 01:26:16,"하민","사진"
2020-09-07 01:26:21,"하민","이모티콘"
2020-09-07 01:26:25,"하민","이렇게….쉽....게"
2020-09-07 01:26:34,"문성주","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 으음"
2020-09-07 01:26:39,"문성주","자야지"
2020-09-07 01:26:43,"하민","트리거 목록"
2020-09-07 01:26:48,"하민","펼쳐보기를 하지 않았던 자의 최후"
2020-09-07 01:28:57,"하민","사진"
2020-09-07 01:29:23,"하민","람다를 ALB 가 트리거하고 ALB가 CloudFront 로 연결되면 끝나는거였구나"
2020-09-07 01:29:56,"하민","이모티콘"
2020-09-07 01:30:43,"문성주","하고싶은게"
2020-09-07 01:30:45,"문성주","뭔데요?"
2020-09-07 01:30:46,"아디","아디님이 나갔습니다."
2020-09-07 01:31:01,"문성주","사용자가 커스텀한 url을 호출하면 람다에서"
2020-09-07 01:31:13,"문성주","정적파일만들고 클라우드프론트에 캐실?"
2020-09-07 01:31:16,"문성주","캐싱?"
2020-09-07 01:31:18,"하민","네"
2020-09-07 01:31:24,"하민","먼길을 돌아왔네요"
2020-09-07 01:31:25,"문성주","오 바로맞췄다"
2020-09-07 01:31:32,"하민","약간 스카이림에서"
2020-09-07 01:31:33,"문성주","그런거라면 제가 또 전문이죠"
2020-09-07 01:31:38,"하민","산길만 타다가 도로 발견한 기분"
2020-09-07 01:31:47,"문성주","사실 저는 그걸 매 빌드마다 했지만서도"
2020-09-07 01:31:52,"문성주","어드민이니까 찡긋"
2020-09-07 01:32:21,"문성주","고생하셨어요"
2020-09-07 01:32:32,"문성주","근데 프론트의 영역이라고 하기엔 너무 깊은데 크흠"
2020-09-07 01:34:43,"하민","후후 데브옵스 중임니다"
2020-09-07 01:36:44,"Ivan","다들 안자요?"
2020-09-07 01:36:48,"Ivan","ㄷ ㄷ"
2020-09-07 01:36:51,"문성주","다음은그러면자동화를해볼까요..."
2020-09-07 01:39:29,"CreeJee","일..해...요"
2020-09-07 01:39:31,"CreeJee","흑흑"
2020-09-07 01:44:09,"앞개발","앞개발님이 들어왔습니다."
2020-09-07 01:44:09,"팬다 Jr.","방가워요 공지 확인 부탁드립니다"
2020-09-07 01:44:11,"공지봇_9min","*** 공 지 사 항 ***
 
1. 입장 시 바로 인사/소개 없으면 강퇴입니다.
   ㄴ 사용언어, 서비스, 회사, 직군, 업무, 취준생, 예비 개발자, 학생 등 자신을 나타낼 수 있는 말로 소개해주시면 됩니다.
 
2. 광고/구인구직 모두 운영진과 상의 후 진행 필수, 개인 봇 상의 없이 진행할 경우 강퇴입니다.
 
3. 논쟁거리 또는 불특정 다수를 불편하게 하는 말은 삼가주세요.
 
4. 재입장 시에도 소개 필수입니다.
 
5. 닉네임은 최대한 중복을 피해서 작성 부탁드립니다.
   (. , - 등등 호칭하기 힘든 닉네임은 피해 주세요.)"
2020-09-07 01:44:27,"앞개발","안녕하세요 프론트 취준생입니다ㅎㅎ"
2020-09-07 01:49:15,"그레이코드","취업하세요 -ㅅ-"
2020-09-07 01:49:49,"그레이코드","구인합니다^^"
2020-09-07 01:52:13,"검은곰","이모티콘"
2020-09-07 03:00:14,"정세훈","다음은 그러면, 인프라 설정을 테라폼으로 옮기시죠 후후"
2020-09-07 03:00:39,"하민","이모티콘"
2020-09-07 03:00:54,"정세훈","람다엣지 버지니아리전에서만 되는거 알고있었는디.. 말씀드릴껄"
2020-09-07 03:01:03,"하민","차피"
2020-09-07 03:01:32,"하민","지역 람다에 ALB 붙이고 거기에 클프 덧붙이는 식으로"
2020-09-07 03:01:35,"하민","해결해서"
2020-09-07 03:01:42,"정세훈","근데 위에 말씀하신대로 설정하면 같은 URL에는 무조건 같은 페이지만 보이는건가여"
2020-09-07 03:01:59,"정세훈","페이지라기보단"
2020-09-07 03:02:00,"정세훈","컨텐츠..?"
2020-09-07 03:02:04,"하민","네 ttl 동안만요"
2020-09-07 03:02:20,"정세훈","게시판같은 앱은 못올리겠군요"
2020-09-07 03:02:28,"하민","아뇨 페이지마다 캐시컨트롤 헤더 따로 놓을수도 있어요"
2020-09-07 03:02:44,"정세훈","아항"
2020-09-07 03:02:52,"하민","이모티콘"
2020-09-07 03:03:00,"하민","편리그자체"
2020-09-07 03:03:16,"정세훈","클플 - ALB - 람다인가여"
2020-09-07 03:04:05,"하민","네넹"
2020-09-07 03:04:10,"하민","승리의 조합"
2020-09-07 03:04:14,"하민","이모티콘"
2020-09-07 03:04:49,"정세훈","제가 안써봐서그런데 nuxt면,  웹서버형태인가여..? 그러면 람다어댑터를 뭘 붙이시는건가"
2020-09-07 03:05:54,"하민","어댑터는 express serverless 쓰긴했어용"
2020-09-07 03:06:13,"정세훈","화이팅입니다"
2020-09-07 03:06:55,"정세훈","제가 2년전에 Next 람다에 띄워서 리액트앱 서빙하다가"
2020-09-07 03:07:15,"정세훈","관리하기 빡셔서 걍 CRA로 다시 다 옮겼었어유.."
2020-09-07 03:07:40,"정세훈","그때는 람다 콜드스타트도 여전히 이슈였던때라서 ㄷㄷ;;"
2020-09-07 03:07:45,"하민","아앝"
2020-09-07 03:08:04,"하민","근데 막상 클플 붙이니까"
2020-09-07 03:08:16,"하민","람다 프로비저닝까지 안가도 될거같은 기분"
2020-09-07 03:08:21,"마지막뷰새","밑에 더 스크롤할 내용이 있으면 밑에 하얗게 쉐도우를 주려고 하는데"
2020-09-07 03:08:25,"마지막뷰새","이렇게 코딩하는게 맞을까용?"
2020-09-07 03:08:47,"마지막뷰새","사진"
2020-09-07 03:08:50,"하민","그냥 밑에 더 있다고 토스트를 배치해놓는게 어떨까요"
2020-09-07 03:09:10,"정세훈","우어.. 퍼그다"
2020-09-07 03:09:13,"하민","14 more reads... 막 이렇게"
2020-09-07 03:09:14,"정세훈","뷰에서 퍼그 많이쓰나용"
2020-09-07 03:09:22,"하민","전 시러함"
2020-09-07 03:09:33,"마지막뷰새","디자이너님이 일단 하얗게 디자인으로 가시길 원해서"
2020-09-07 03:09:43,"하민","아앝"
2020-09-07 03:09:53,"마지막뷰새","긴 글같은거 볼때"
2020-09-07 03:09:53,"하민","그럼 그렇게 가야 맞을듯"
2020-09-07 03:09:57,"마지막뷰새","밑에 내용이 더 있다라는게"
2020-09-07 03:09:59,"마지막뷰새","인지가 되는 정도?"
2020-09-07 03:10:00,"문성주","테라폼이라니"
2020-09-07 03:10:11,"문성주","테라폼너무어렵.."
2020-09-07 03:10:20,"마지막뷰새","intersectionObserver 글은 읽어도 잘 이해가 안되네요 ㅠㅠ"
2020-09-07 03:10:36,"마지막뷰새","어떤거 때문에 싫어하세용?"
2020-09-07 03:10:40,"하민","어디서 뭘 읽고 계신거징"
2020-09-07 03:10:49,"하민","뭔가"
2020-09-07 03:11:02,"하민","html 요소가 생략되면서 규칙이 단일하지 않더라고요"
2020-09-07 03:11:15,"하민","그래서 오히려 러닝커브가 늘어나는 기분이라"
2020-09-07 03:11:42,"문성주","ㅇㅎ"
2020-09-07 03:11:47,"문성주","자다깼슴다"
2020-09-07 03:11:49,"문성주","마저자야지"
2020-09-07 03:12:17,"정세훈","이리오세여"
2020-09-07 03:12:39,"마지막뷰새","그러게영.. 다들 잘 쓰시는것 같은데"
2020-09-07 03:12:42,"마지막뷰새","바보느낌이네요 ㅠㅠ"
2020-09-07 03:12:53,"마지막뷰새","하지만 지금은 3시니"
2020-09-07 03:12:55,"마지막뷰새","얼른 자야겠군요"
2020-09-07 03:13:21,"문성주","예?"
2020-09-07 03:13:39,"문성주","근데 다들 오늘 출근안하시나요 크흠"
2020-09-07 03:18:18,"정세훈","2시까지 할겁니다"
2020-09-07 03:18:20,"정세훈","꺄륵"
2020-09-07 03:18:29,"심플리시티👀","재택이라 출근 5초"
2020-09-07 03:19:04,"문성주","아 지금부터근무하시는거군요"
2020-09-07 03:19:07,"문성주","좋네욤"
2020-09-07 03:19:10,"문성주","https://speed.cloudflare.com/"
2020-09-07 03:19:16,"문성주","ㅇㅅㅇ 이런게 생겼군요"
2020-09-07 03:19:53,"정세훈","크......"
2020-09-07 03:20:08,"정세훈","좋은 링크 감사합니다"
2020-09-07 03:20:26,"정세훈","저도 그렇다면"
2020-09-07 03:20:27,"정세훈","https://github.com/sivel/speedtest-cli"
2020-09-07 03:20:33,"정세훈","cli로 할 수 있는 방법을 추천드립니다"
2020-09-07 03:23:15,"문성주","ㄷ.."
2020-09-07 03:23:33,"문성주","고인물"
2020-09-07 03:23:56,"문성주","지메일도 터미널로 보는 시니어분이 떠올랐습니다"
2020-09-07 03:24:29,"문성주","https://github.com/tsenart/vegeta"
2020-09-07 03:24:35,"정세훈","지메일은 모르겠고 지라는 터미널로 조작합니다"
2020-09-07 03:24:42,"문성주","받고 테스트 툴 하나 더"
2020-09-07 03:24:46,"문성주","ㅇㅅㅇ 오우.."
2020-09-07 03:25:39,"정세훈","왜 멋진것들은 다 고랭으로되어있지 ㅠㅠㅠ"
2020-09-07 03:25:41,"정세훈","흙흙"
2020-09-07 03:25:55,"정세훈","고랭이나 러스트 잘쓰고싶다"
2020-09-07 03:26:23,"문성주","자매품으로 카카로트하나 만드셔서 읍읍"
2020-09-07 04:19:22,"순수함수","헉"
2020-09-07 04:19:28,"순수함수","좋은 아침입니다"
2020-09-07 05:08:12,"(알 수 없음)","(알 수 없음)님이 나갔습니다."
2020-09-07 06:45:32,"나니야","부산 계신분들 태풍 괜찮으신가요"
2020-09-07 06:49:04,"류웅","경남인데... 출근2분만에 바지 다 젖었어여..."
2020-09-07 06:49:07,"류웅","이모티콘"
2020-09-07 06:50:24,"박상민","부산에 태풍 바람이 심합니다"
2020-09-07 06:52:35,"나니야","허얼 ㄷㄷ 조심들 하셔요ㅜㅜ"
2020-09-07 06:54:47,"류웅","바지를 어케말린담 ㅋㅋ"
2020-09-07 08:06:18,"바보K","월모닝!"
2020-09-07 08:06:56,"Croc_Crong","좋은"
2020-09-07 08:06:57,"Croc_Crong","밤입니다"
2020-09-07 08:07:01,"Croc_Crong","안녕히 주무세요"
2020-09-07 08:07:06,"Croc_Crong","굿밤"
2020-09-07 08:07:09,"슈퍼스타","슈퍼스타님이 나갔습니다."
2020-09-07 08:44:28,"검은곰","이모티콘"
2020-09-07 08:44:42,"하민","조은아침입니다~"
2020-09-07 08:45:11,"mr.han","이모티콘"
2020-09-07 08:49:36,"삼바","이모티콘"
2020-09-07 08:49:59,"카오카오","이모티콘"
2020-09-07 08:50:45,"검은곰","이모티콘"
2020-09-07 09:00:50,"팬다 Jr.","굿모닝"
2020-09-07 09:00:50,"팬다 Jr.","굿모닝"
2020-09-07 09:00:50,"팬다 Jr.","굿모닝"
2020-09-07 09:03:01,"카오카오","이제 3번인가여.."
2020-09-07 09:03:45,"류웅","애가 많이 아파보여여"
2020-09-07 09:03:51,"Bingo","그러게여 ㅋㅋㅋㅋㅋ"
2020-09-07 09:03:55,"Bingo","굿모닝 3번.."
2020-09-07 09:04:41,"하민","사진 2장"
2020-09-07 09:10:35,"류웅","장사잘하네.."
2020-09-07 09:14:32,"뉴비개발자","질문 있습니다!"
2020-09-07 09:14:42,"뉴비개발자","다른탭에서 "
2020-09-07 09:14:48,"뉴비개발자","로그인한 상태애서"
2020-09-07 09:14:59,"뉴비개발자","localstorage에 저장한 값이 없을경우"
2020-09-07 09:15:11,"뉴비개발자","로그아웃 상태로 되돌릴려고합니다"
2020-09-07 09:15:20,"뉴비개발자","app 컴포넌트에서"
2020-09-07 09:15:27,"뉴비개발자","로컬스토리지에 저장한 값이 없을때"
2020-09-07 09:15:34,"뉴비개발자","로그아웃으로 돌릴려고했으나"
2020-09-07 09:15:39,"뉴비개발자","새로고침이 아니면"
2020-09-07 09:15:47,"뉴비개발자","app 컴포넌트는 실행할 일이 별로 없더라구요"
2020-09-07 09:15:54,"뉴비개발자","이를 해결할때 어찌 하시나요들?"
2020-09-07 09:16:13,"CreeJee","엄마야...망했다..."
2020-09-07 09:16:20,"CreeJee","결제 다터지네 와..."
2020-09-07 09:16:30,"문성주","롤백합시다"
2020-09-07 09:17:12,"CreeJee","Instamt nofication service 안되서"
2020-09-07 09:17:40,"CreeJee","지금 서비스 에러나서 이제일났는데 집에서 아침없이 업무보게생겻"
2020-09-07 09:23:39,"뷰리니","뷰리니님이 들어왔습니다."
2020-09-07 09:23:39,"팬다 Jr.","방가워요 공지 확인 부탁드립니다"
